Round_num,Winner_Id,Loser_Id,WRank,LRank,WPts,LPts,Wsets,Lsets,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,SetsTotales,LabelWinnerRank,LabelWinnerPoints,LabelWinnerOddsB65,LabelWinnerOddsPS,LabelWinnerOddsMAX,LabelWinnerOddsAvg,WinnerRoundsWon,LoserRoundsWon,LabelWinnerRounds,LabelWinnerRoundsAndOddsAvg,WinnerRoundsLost,LoserRoundsLost,WinnerRoundsPlayed,LoserRoundsPlayed,LabelWinnerRoundsWonOverAll,LabelLoserRoundsWonOverAll
1,77,117,27,260.0,1605,199.0,2.0,0.0,1.2,4.5,1.19,4.1,1.22,4.33,1.25,4.33,1.47,2.63,1.26,4.76,1.21,4.38,2,1.0,1.0,1,1,1,1,5,1,1,1,2,3,7,4,0.7143,0.25
1,65,34,30,133.0,1513,456.0,2.0,1.0,1.08,9.0,1.06,7.4,1.08,7.5,1.08,9.94,1.08,7.76,1.09,10.44,1.07,8.76,3,1.0,1.0,1,1,1,1,1,1,0,1,0,1,1,2,1.0,0.5
1,184,212,16,92.0,2525,735.0,2.0,1.0,1.12,6.0,1.1,6.0,1.12,6.0,1.12,7.44,2.84,1.42,1.15,7.44,1.12,6.37,3,1.0,1.0,1,1,1,1,6,2,1,1,0,4,6,6,1.0,0.3333
1,6,82,46,245.0,1173,210.0,2.0,0.0,1.08,9.0,1.06,7.0,1.08,8.0,1.09,9.16,1.63,2.24,1.1,9.62,1.07,8.41,2,1.0,1.0,1,1,1,1,4,0,1,1,2,1,6,1,0.6667,0.0
1,247,153,28,58.0,1596,971.0,2.0,0.0,1.53,2.5,1.54,2.31,1.57,2.37,1.5,2.78,12.38,1.03,1.62,2.79,1.52,2.55,2,1.0,1.0,1,1,1,1,5,4,1,1,1,1,6,5,0.8333,0.8
1,118,24,451,70.0,75,845.0,2.0,0.0,1.5,2.62,1.44,2.6,1.5,2.62,1.49,2.79,2.25,1.63,1.5,2.84,1.46,2.72,2,0.0,0.0,1,1,1,1,5,1,1,1,0,5,5,6,1.0,0.1667
1,161,171,55,103.0,1065,658.0,2.0,0.0,1.66,2.2,1.64,2.12,1.61,2.25,1.71,2.25,1.36,3.11,1.73,2.33,1.67,2.21,2,1.0,1.0,1,1,1,1,5,0,1,1,2,2,7,2,0.7143,0.0
1,45,135,22,48.0,2030,1145.0,2.0,0.0,1.22,4.33,1.22,3.9,1.25,4.0,1.25,4.36,1.1,6.69,1.29,4.43,1.24,4.11,2,1.0,1.0,1,1,1,1,5,4,1,1,1,1,6,5,0.8333,0.8
1,69,143,7,111.0,5160,596.0,2.0,0.0,1.05,12.0,1.03,9.0,1.05,10.0,1.05,13.77,1.27,3.67,1.07,14.48,1.04,11.56,2,1.0,1.0,1,1,1,1,7,0,1,1,0,2,7,2,1.0,0.0
1,44,39,17,79.0,2360,780.0,2.0,0.0,1.4,3.0,1.38,2.8,1.4,2.75,1.43,3.01,2.34,1.58,1.44,3.2,1.4,2.95,2,1.0,1.0,1,1,1,1,3,0,1,1,1,2,4,2,0.75,0.0
1,225,98,11,32.0,3090,1445.0,2.0,1.0,1.8,2.0,1.8,1.91,1.8,2.0,1.83,2.07,1.55,2.42,1.92,2.1,1.84,1.97,3,1.0,1.0,1,1,1,1,3,2,1,1,2,2,5,4,0.6,0.5
1,195,270,41,47.0,1202,1165.0,2.0,0.0,2.75,1.44,2.7,1.41,2.75,1.44,3.18,1.4,1.11,6.47,3.18,1.48,2.86,1.43,2,1.0,1.0,0,0,0,0,1,2,0,0,1,2,2,4,0.5,0.5
1,111,163,12,117.0,3040,540.0,2.0,0.0,1.25,4.0,1.21,3.95,1.25,4.0,1.24,4.45,1.92,1.86,1.27,4.51,1.23,4.17,2,1.0,1.0,1,1,1,1,2,0,1,1,5,4,7,4,0.2857,0.0
1,241,245,72,222.0,836,243.0,2.0,0.0,1.22,4.33,1.21,3.95,1.25,4.0,1.23,4.67,1.42,2.79,1.26,4.67,1.22,4.35,2,1.0,1.0,1,1,1,1,3,1,1,1,2,2,5,3,0.6,0.3333
1,37,242,66,94.0,901,732.0,2.0,1.0,2.75,1.44,2.75,1.4,2.75,1.44,2.98,1.44,1.02,17.16,3.08,1.48,2.84,1.43,3,1.0,1.0,0,0,0,0,3,3,0,0,2,2,5,5,0.6,0.6
1,141,232,1,83.0,7270,767.0,2.0,1.0,1.08,9.0,1.06,7.4,1.06,9.0,1.08,10.05,2.16,1.68,1.09,10.24,1.07,8.75,3,1.0,1.0,1,1,1,1,6,1,1,1,0,5,6,6,1.0,0.1667
2,206,262,8,91.0,4550,746.0,2.0,0.0,1.11,7.0,1.1,5.8,1.12,6.0,1.13,6.99,1.43,2.78,1.14,7.2,1.12,6.45,2,1.0,1.0,1,1,1,1,3,0,1,1,2,1,5,1,0.6,0.0
2,116,149,33,97.0,1383,716.0,2.0,0.0,1.66,2.2,1.64,2.13,1.67,2.2,1.75,2.18,1.06,8.97,1.75,2.31,1.68,2.2,2,1.0,1.0,1,1,1,1,1,0,1,1,1,3,2,3,0.5,0.0
2,74,31,20,51.0,2150,1095.0,2.0,0.0,1.36,3.2,1.33,3.05,1.4,3.0,1.38,3.29,1.16,5.01,1.4,3.37,1.35,3.2,2,1.0,1.0,1,1,1,1,3,0,1,1,0,4,3,4,1.0,0.0
2,36,51,24,159.0,1765,366.0,2.0,0.0,1.12,6.0,1.11,5.6,1.12,6.0,1.13,6.81,1.37,3.03,1.17,7.1,1.13,6.0,2,1.0,1.0,1,1,1,1,2,0,1,1,1,1,3,1,0.6667,0.0
2,162,280,4,87.0,5505,751.0,2.0,0.0,1.08,9.0,1.06,7.2,1.08,8.0,1.08,9.43,3.25,1.33,1.09,9.91,1.07,8.58,2,1.0,1.0,1,1,1,1,6,1,1,1,0,1,6,2,1.0,0.5
2,29,192,26,36.0,1660,1330.0,2.0,0.0,1.9,1.9,1.85,1.85,1.91,1.91,1.96,1.93,3.52,1.29,1.96,2.0,1.9,1.91,2,1.0,1.0,0,0,1,1,2,0,1,1,2,3,4,3,0.5,0.0
2,205,87,54,67.0,1070,870.0,2.0,1.0,1.3,3.5,1.3,3.2,1.33,3.4,1.34,3.5,1.04,11.37,1.38,3.6,1.32,3.41,3,1.0,1.0,1,1,1,1,4,0,1,1,1,2,5,2,0.8,0.0
2,126,193,13,125.0,2826,504.0,2.0,0.0,1.28,3.75,1.26,3.5,1.3,3.5,1.29,3.9,1.23,4.03,1.32,3.96,1.28,3.67,2,1.0,1.0,1,1,1,1,5,0,1,1,1,1,6,1,0.8333,0.0
2,58,220,98,86.0,691,752.0,2.0,0.0,1.53,2.5,1.49,2.46,1.53,2.5,1.52,2.7,2.82,1.42,1.6,2.72,1.52,2.54,2,0.0,0.0,1,1,1,1,3,1,1,1,2,2,5,3,0.6,0.3333
2,75,115,85,35.0,755,1340.0,2.0,0.0,2.62,1.5,2.44,1.49,2.5,1.53,2.7,1.52,1.29,3.56,2.75,1.57,2.54,1.52,2,0.0,0.0,0,0,0,0,1,3,0,0,3,1,4,4,0.25,0.75
2,224,100,74,34.0,814,1350.0,2.0,1.0,2.75,1.44,2.7,1.4,2.75,1.44,2.93,1.45,1.35,3.11,3.0,1.48,2.82,1.43,3,0.0,0.0,0,0,0,0,2,3,0,0,1,2,3,5,0.6667,0.6
2,0,62,57,112.0,1008,588.0,2.0,0.0,1.5,2.62,1.44,2.6,1.5,2.62,1.48,2.83,2.0,1.78,1.53,2.83,1.48,2.68,2,1.0,1.0,1,1,1,1,2,1,1,1,2,2,4,3,0.5,0.3333
2,78,46,2,219.0,6935,247.0,2.0,0.0,1.08,9.0,1.07,6.8,1.2,4.49,1.09,8.89,1.21,4.25,1.1,9.25,1.08,8.15,2,1.0,1.0,1,1,1,1,2,0,1,1,0,1,2,1,1.0,0.0
2,71,236,10,136.0,4164,433.0,2.0,0.0,1.14,5.5,1.08,6.6,1.1,7.0,1.09,8.78,1.58,2.35,1.2,8.88,1.11,6.96,2,1.0,1.0,1,1,1,1,5,0,1,1,1,1,6,1,0.8333,0.0
2,50,269,38,23.0,1274,1876.0,2.0,0.0,2.62,1.44,2.75,1.4,2.75,1.44,3.0,1.44,1.85,1.94,3.0,1.53,2.81,1.44,2,0.0,0.0,0,0,0,0,3,3,0,0,2,1,5,4,0.6,0.75
2,40,259,14,65.0,2825,926.0,2.0,0.0,1.12,6.0,1.12,5.4,1.12,6.0,1.14,6.49,1.26,3.78,1.2,6.58,1.13,5.87,2,1.0,1.0,1,1,1,1,5,0,1,1,2,2,7,2,0.7143,0.0
2,95,271,25,73.0,1690,817.0,2.0,1.0,1.9,1.9,1.86,1.85,1.91,1.91,1.97,1.92,1.5,2.56,2.08,1.98,1.91,1.9,3,1.0,1.0,0,0,0,0,1,0,1,1,1,2,2,2,0.5,0.0
2,66,257,3,257.0,6010,201.0,2.0,0.0,1.04,13.0,1.03,9.0,1.04,11.0,1.05,13.03,1.14,5.52,1.07,13.96,1.04,10.94,2,1.0,1.0,1,1,1,1,5,1,1,1,0,2,5,3,1.0,0.3333
2,15,157,18,71.0,2225,844.0,2.0,0.0,1.44,2.75,1.41,2.7,1.44,2.75,1.42,3.08,2.08,1.73,1.5,3.08,1.44,2.79,2,1.0,1.0,1,1,1,1,1,2,0,0,1,2,2,4,0.5,0.5
2,47,247,90,28.0,747,1596.0,2.0,0.0,2.2,1.66,2.18,1.61,2.25,1.61,2.31,1.68,1.12,6.18,2.38,1.71,2.25,1.65,2,0.0,0.0,0,0,0,0,3,2,1,1,1,3,4,5,0.75,0.4
2,184,61,16,80.0,2525,776.0,2.0,0.0,1.12,6.0,1.11,5.6,1.12,6.0,1.14,6.59,2.52,1.51,1.15,7.0,1.13,6.14,2,1.0,1.0,1,1,1,1,6,0,1,1,0,2,6,2,1.0,0.0
2,152,278,107,202.0,646,273.0,2.0,0.0,1.61,2.3,1.62,2.16,1.61,2.25,1.69,2.29,1.36,3.12,1.7,2.41,1.65,2.26,2,1.0,1.0,1,1,1,1,2,1,1,1,2,1,4,2,0.5,0.5
2,139,35,6,53.0,5335,1078.0,2.0,1.0,1.28,3.75,1.25,3.6,1.28,3.75,1.26,4.25,1.24,3.99,1.3,4.25,1.27,3.82,3,1.0,1.0,1,1,1,1,3,1,1,1,3,1,6,2,0.5,0.5
2,65,243,30,50.0,1513,1120.0,2.0,0.0,1.3,3.5,1.27,3.4,1.3,3.5,1.3,3.83,1.35,3.14,1.32,3.98,1.29,3.61,2,1.0,1.0,1,1,1,1,1,1,0,1,0,2,1,3,1.0,0.3333
2,169,64,39,15.0,1255,2533.0,2.0,1.0,2.75,1.44,2.75,1.39,2.75,1.44,2.99,1.44,1.35,3.1,3.02,1.47,2.86,1.42,3,0.0,0.0,0,0,0,0,3,0,1,1,0,2,3,2,1.0,0.0
2,141,241,1,72.0,7270,836.0,2.0,0.0,1.07,10.0,1.06,7.2,1.06,9.0,1.06,11.59,1.02,17.59,1.1,11.59,1.07,9.04,2,1.0,1.0,1,1,1,1,5,0,1,1,1,3,6,3,0.8333,0.0
2,45,161,22,55.0,2030,1065.0,2.0,0.0,1.12,6.0,1.12,5.2,1.12,6.0,1.15,6.17,1.43,2.77,1.17,6.41,1.14,5.78,2,1.0,1.0,1,1,1,1,3,1,1,1,2,4,5,5,0.6,0.2
2,111,37,12,66.0,3040,901.0,2.0,0.0,1.14,5.5,1.14,4.9,1.17,5.0,1.17,5.63,1.36,3.1,1.18,5.84,1.15,5.38,2,1.0,1.0,1,1,1,1,2,0,1,1,0,2,2,2,1.0,0.0
2,69,195,7,41.0,5160,1202.0,2.0,1.0,1.16,5.0,1.15,4.8,1.14,5.5,1.19,5.32,1.26,3.79,1.2,5.71,1.16,5.2,3,1.0,1.0,1,1,1,1,3,0,1,1,4,1,7,1,0.4286,0.0
2,281,77,40,27.0,1245,1605.0,2.0,0.0,1.66,2.2,1.64,2.13,1.73,2.1,1.72,2.23,1.67,2.18,1.78,2.27,1.69,2.18,2,0.0,0.0,1,1,1,1,4,2,1,1,1,3,5,5,0.8,0.4
2,118,44,451,17.0,75,2360.0,2.0,1.0,2.0,1.8,1.99,1.73,2.0,1.8,2.11,1.8,2.02,1.78,2.15,1.83,2.05,1.78,3,0.0,0.0,0,0,0,0,4,1,1,1,1,2,5,3,0.8,0.3333
2,225,6,11,46.0,3090,1173.0,2.0,0.0,1.44,2.75,1.43,2.65,1.44,2.75,1.53,2.67,2.06,1.74,1.53,3.06,1.47,2.71,2,1.0,1.0,1,1,1,1,1,0,1,1,2,4,3,4,0.3333,0.0
3,40,50,14,38.0,2825,1274.0,2.0,1.0,1.28,3.75,1.27,3.4,1.28,3.75,1.3,3.89,1.43,2.76,1.34,3.94,1.29,3.66,3,1.0,1.0,1,1,1,1,2,1,1,1,3,2,5,3,0.4,0.3333
3,126,74,13,20.0,2826,2150.0,2.0,0.0,1.61,2.3,1.59,2.21,1.61,2.25,1.64,2.42,1.12,6.32,1.68,2.42,1.63,2.29,2,1.0,1.0,1,1,1,1,4,0,1,1,1,3,5,3,0.8,0.0
3,58,75,98,85.0,691,755.0,2.0,1.0,2.2,1.66,2.18,1.61,2.25,1.61,2.44,1.63,1.13,5.78,2.44,1.73,2.25,1.65,3,0.0,0.0,0,0,0,0,2,0,1,1,1,1,3,1,0.6667,0.0
3,29,205,26,54.0,1660,1070.0,2.0,0.0,1.9,1.9,1.89,1.82,2.0,1.8,1.98,1.93,2.73,1.44,2.0,1.94,1.94,1.87,2,1.0,1.0,0,0,0,0,1,1,0,0,1,3,2,4,0.5,0.25
3,116,162,33,4.0,1383,5505.0,2.0,0.0,5.0,1.16,4.8,1.15,5.5,1.14,5.66,1.18,3.84,1.26,5.7,1.21,5.33,1.16,2,0.0,0.0,0,0,0,0,1,3,0,0,0,3,1,6,1.0,0.5
3,78,224,2,74.0,6935,814.0,2.0,0.0,1.11,7.0,1.1,6.0,1.1,7.0,1.13,7.38,1.33,3.28,1.13,8.1,1.11,6.9,2,1.0,1.0,1,1,1,1,2,0,1,1,0,2,2,2,1.0,0.0
3,71,0,10,57.0,4164,1008.0,2.0,1.0,1.53,2.5,1.49,2.44,1.53,2.5,1.56,2.59,1.32,3.32,1.6,2.64,1.53,2.51,3,1.0,1.0,1,1,1,1,4,1,1,1,1,1,5,2,0.8,0.5
3,36,206,24,8.0,1765,4550.0,2.0,0.0,3.2,1.36,2.85,1.37,3.0,1.4,3.07,1.43,3.97,1.24,3.32,1.47,3.06,1.38,2,0.0,0.0,0,0,0,0,1,1,0,0,1,2,2,3,0.5,0.3333
3,66,47,3,90.0,6010,747.0,2.0,0.0,1.3,3.5,1.26,3.5,1.28,3.75,1.3,3.94,1.2,4.48,1.33,4.12,1.28,3.73,2,1.0,1.0,1,1,1,1,4,2,1,1,1,1,5,3,0.8,0.6667
3,169,15,39,18.0,1255,2225.0,2.0,0.0,2.1,1.72,1.93,1.78,2.0,1.8,2.04,1.87,1.55,2.42,2.1,1.92,1.99,1.83,2,0.0,0.0,0,0,0,0,1,0,1,1,2,1,3,1,0.3333,0.0
3,65,139,30,6.0,1513,5335.0,2.0,0.0,1.8,2.0,1.74,1.98,1.8,2.0,1.84,2.08,1.67,2.19,1.86,2.1,1.8,2.02,2,0.0,0.0,1,1,1,1,1,1,0,1,0,2,1,3,1.0,0.3333
3,184,95,16,25.0,2525,1690.0,2.0,0.0,1.33,3.4,1.31,3.15,1.33,3.4,1.32,3.75,2.3,1.61,1.38,3.75,1.33,3.36,2,1.0,1.0,1,1,1,1,2,0,1,1,4,1,6,1,0.3333,0.0
3,141,152,1,107.0,7270,646.0,2.0,0.0,1.07,10.0,1.06,7.6,1.07,8.0,1.08,10.16,1.03,13.11,1.09,11.5,1.07,9.28,2,1.0,1.0,1,1,1,1,5,0,1,1,0,2,5,2,1.0,0.0
3,69,281,7,40.0,5160,1245.0,2.0,0.0,1.33,3.4,1.32,3.1,1.33,3.4,1.37,3.39,1.28,3.69,1.4,3.57,1.34,3.26,2,1.0,1.0,1,1,1,1,3,2,1,1,0,2,3,4,1.0,0.5
3,111,45,12,22.0,3040,2030.0,2.0,0.0,2.1,1.72,2.02,1.71,2.2,1.67,2.13,1.8,1.54,2.45,2.25,1.88,2.1,1.74,2,1.0,1.0,0,0,0,0,1,2,0,0,1,1,2,3,0.5,0.6667
3,118,225,451,11.0,75,3090.0,2.0,0.0,1.61,2.3,1.56,2.28,1.57,2.37,1.59,2.53,1.37,3.04,1.67,2.53,1.59,2.35,2,0.0,0.0,1,1,1,1,3,0,1,1,1,1,4,1,0.75,0.0
4,126,116,13,33.0,2826,1383.0,2.0,0.0,1.57,2.37,1.58,2.23,1.57,2.37,1.65,2.42,1.52,2.51,1.69,2.43,1.62,2.32,2,1.0,1.0,1,1,1,1,2,0,1,1,2,1,4,1,0.5,0.0
4,58,29,98,26.0,691,1660.0,2.0,0.0,2.62,1.5,2.49,1.47,2.62,1.5,2.46,1.63,2.92,1.4,2.7,1.63,2.58,1.52,2,0.0,0.0,0,0,0,0,2,0,1,1,0,1,2,1,1.0,0.0
4,71,36,10,24.0,4164,1765.0,2.0,0.0,2.0,1.8,1.97,1.75,2.0,1.8,2.06,1.87,3.51,1.29,2.16,1.88,2.04,1.79,2,1.0,1.0,0,0,0,0,3,0,1,1,1,1,4,1,0.75,0.0
4,141,184,1,16.0,7270,2525.0,2.0,0.0,1.2,4.5,1.19,4.1,1.2,4.5,1.27,4.36,4.55,1.19,1.27,4.85,1.22,4.39,2,1.0,1.0,1,1,1,1,3,0,1,1,2,2,5,2,0.6,0.0
4,40,78,14,2.0,2825,6935.0,2.0,0.0,2.2,1.66,2.12,1.64,2.2,1.67,2.27,1.72,2.62,1.48,2.3,1.8,2.18,1.7,2,0.0,0.0,0,0,0,0,2,1,1,1,0,1,2,2,1.0,0.5
4,111,69,12,7.0,3040,5160.0,2.0,0.0,1.8,2.0,1.74,1.98,1.8,2.0,1.8,2.15,2.82,1.42,1.9,2.22,1.79,2.05,2,0.0,0.0,1,1,1,1,1,1,0,1,0,2,1,3,1.0,0.3333
4,65,118,30,451.0,1513,75.0,,,2.1,1.72,2.01,1.72,2.2,1.67,2.04,1.88,1.1,6.69,2.25,1.92,2.02,1.82,0,1.0,1.0,0,0,0,0,1,1,0,0,0,2,1,3,1.0,0.3333
4,66,169,3,39.0,6010,1255.0,0.0,0.0,1.12,6.0,1.12,5.2,1.14,5.5,1.16,6.39,1.43,2.79,1.18,6.6,1.14,5.86,0,1.0,1.0,1,1,1,1,2,0,1,1,2,1,4,1,0.5,0.0
5,126,58,13,98.0,2826,691.0,2.0,0.0,1.28,3.75,1.24,3.65,1.25,4.0,1.29,4.12,1.15,5.34,1.3,4.2,1.27,3.87,2,1.0,1.0,1,1,1,1,1,0,1,1,1,2,2,2,0.5,0.0
5,71,40,10,14.0,4164,2825.0,2.0,0.0,1.8,2.0,1.75,1.95,1.8,2.0,1.84,2.1,1.38,2.99,2.0,2.12,1.82,2.03,2,1.0,1.0,1,1,1,1,1,1,0,1,2,1,3,2,0.3333,0.5
5,141,111,1,12.0,7270,3040.0,2.0,1.0,1.4,3.0,1.38,2.8,1.44,2.75,1.45,3.02,1.07,8.61,1.47,3.2,1.42,2.93,3,1.0,1.0,1,1,1,1,2,0,1,1,1,1,3,1,0.6667,0.0
5,66,65,3,30.0,6010,1513.0,2.0,0.0,1.72,2.1,1.72,2.0,1.73,2.1,1.82,2.13,2.48,1.53,1.84,2.2,1.77,2.09,2,1.0,1.0,1,1,1,1,2,0,1,1,0,1,2,1,1.0,0.0
6,141,66,1,3.0,7270,6010.0,2.0,0.0,2.0,1.8,1.9,1.8,1.91,1.91,1.97,1.95,1.32,3.41,2.1,1.95,1.99,1.85,2,1.0,1.0,0,0,0,0,2,1,1,1,0,1,2,2,1.0,0.5
6,71,126,10,13.0,4164,2826.0,2.0,0.0,1.5,2.62,1.47,2.5,1.5,2.62,1.54,2.71,1.12,6.34,1.59,2.71,1.52,2.58,2,1.0,1.0,1,1,1,1,1,0,1,1,0,1,1,1,1.0,0.0
7,141,71,1,10.0,7270,4164.0,2.0,1.0,1.4,3.0,1.37,2.85,1.4,3.0,1.44,3.08,2.35,1.6,1.46,3.18,1.41,2.99,3,1.0,1.0,1,1,1,1,1,0,1,1,1,1,2,1,0.5,0.0
1,16,111,81,5.0,746,5095.0,2.0,0.0,4.33,1.22,1.61,2.28,1.03,12.63,4.31,1.26,1.71,2.13,4.4,1.26,4.21,1.23,2,0.0,0.0,0,0,0,0,1,2,0,0,1,5,2,7,0.5,0.2857
1,115,106,31,55.0,1615,1010.0,2.0,0.0,1.3,3.5,1.07,8.26,1.78,2.0,1.29,3.91,1.12,6.3,1.33,4.0,1.29,3.65,2,1.0,1.0,1,1,1,1,4,3,1,1,2,2,6,5,0.6667,0.6
1,66,241,19,98.0,2465,640.0,2.0,1.0,1.22,4.33,1.2,4.49,1.63,2.23,1.23,4.63,1.31,3.38,1.36,4.63,1.24,4.14,3,1.0,1.0,1,1,1,1,5,3,1,1,2,2,7,5,0.7143,0.6
1,20,15,172,74.0,338,780.0,2.0,0.0,1.61,2.3,1.03,12.63,1.01,20.79,1.61,2.45,2.7,1.46,1.68,2.45,1.61,2.32,2,0.0,0.0,1,1,1,1,3,2,1,1,1,2,4,4,0.75,0.5
1,242,207,38,56.0,1457,1008.0,2.0,0.0,1.1,7.0,1.78,2.0,1.82,1.95,1.09,8.96,1.12,6.32,1.11,10.0,1.08,7.84,2,1.0,1.0,1,1,1,1,3,0,1,1,2,1,5,1,0.6,0.0
1,117,73,203,101.0,284,617.0,2.0,0.0,2.37,1.57,1.63,2.23,2.91,1.4,2.33,1.67,2.59,1.5,3.15,1.67,2.51,1.53,2,0.0,0.0,0,0,0,0,1,2,0,0,3,4,4,6,0.25,0.3333
1,112,90,95,167.0,649,351.0,2.0,0.0,1.4,3.0,1.01,20.79,1.33,3.27,1.43,3.01,1.21,4.46,1.44,3.21,1.41,2.94,2,1.0,1.0,1,1,1,1,2,0,1,1,3,1,5,1,0.4,0.0
1,87,271,67,85.0,840,702.0,2.0,0.0,2.37,1.57,1.82,1.95,1.61,2.27,2.47,1.6,1.15,5.53,2.5,1.64,2.39,1.58,2,1.0,1.0,0,0,0,0,2,2,0,0,3,3,5,5,0.4,0.4
1,157,209,15,185.0,2893,302.0,2.0,0.0,1.06,10.0,2.91,1.4,1.59,2.33,1.07,10.91,2.27,1.63,1.08,11.25,1.06,9.78,2,1.0,1.0,1,1,1,1,4,0,1,1,0,2,4,2,1.0,0.0
1,180,257,53,82.0,1090,737.0,2.0,0.0,1.2,4.5,1.33,3.27,1.11,6.57,1.25,4.39,1.61,2.31,1.25,4.9,1.22,4.34,2,1.0,1.0,1,1,1,1,4,3,1,1,3,3,7,6,0.5714,0.5
1,139,142,2,91.0,5685,667.0,2.0,0.0,1.07,9.0,1.61,2.27,1.52,2.5,1.06,11.38,6.77,1.1,1.08,11.38,1.06,9.35,2,1.0,1.0,1,1,1,1,6,3,1,1,1,4,7,7,0.8571,0.4286
1,208,6,75,54.0,778,1090.0,2.0,1.0,2.2,1.66,1.59,2.33,2.08,1.72,2.4,1.63,1.35,3.2,2.4,1.69,2.29,1.63,3,0.0,0.0,0,0,0,0,1,4,0,0,4,2,5,6,0.2,0.6667
1,162,114,9,52.0,3967,1105.0,2.0,0.0,1.5,2.62,1.11,6.57,2.44,1.54,1.5,2.76,1.37,3.04,1.51,3.0,1.45,2.77,2,1.0,1.0,1,1,1,1,6,2,1,1,0,4,6,6,1.0,0.3333
1,71,131,7,108.0,4552,601.0,2.0,0.0,1.08,8.0,1.52,2.5,1.07,8.13,1.08,9.95,1.86,1.94,1.11,9.95,1.08,8.4,2,1.0,1.0,1,1,1,1,6,0,1,1,0,6,6,6,1.0,0.0
1,124,225,88,18.0,680,2520.0,2.0,0.0,1.9,1.9,2.08,1.72,4.21,1.22,1.94,1.94,2.25,1.63,2.04,1.96,1.94,1.87,2,0.0,0.0,0,0,0,0,3,3,0,0,2,2,5,5,0.6,0.6
1,67,24,111,112.0,585,573.0,2.0,0.0,1.9,1.9,2.44,1.54,1.17,4.9,1.99,1.9,1.39,2.98,2.0,1.96,1.91,1.9,2,1.0,1.0,0,0,0,0,1,1,0,0,4,5,5,6,0.2,0.1667
1,280,100,46,48.0,1205,1155.0,2.0,0.0,1.66,2.2,1.07,8.13,2.28,1.61,1.79,2.13,1.13,6.01,1.8,2.3,1.73,2.12,2,1.0,1.0,1,1,1,1,2,5,0,0,1,2,3,7,0.6667,0.7143
1,217,105,457,102.0,64,616.0,2.0,0.0,3.5,1.3,4.21,1.22,1.08,7.75,3.61,1.33,1.76,2.05,3.75,1.35,3.46,1.31,2,0.0,0.0,0,0,0,0,2,0,1,1,2,1,4,1,0.5,0.0
1,79,78,68,13.0,839,3063.0,2.0,1.0,2.1,1.72,1.17,4.9,1.78,1.99,2.02,1.87,1.96,1.83,2.13,1.87,2.02,1.8,3,0.0,0.0,0,0,0,0,4,2,1,1,0,1,4,3,1.0,0.6667
1,21,165,26,147.0,1785,400.0,2.0,0.0,1.2,4.5,2.28,1.61,1.44,2.73,1.22,4.79,1.24,4.04,1.24,5.0,1.2,4.58,2,1.0,1.0,1,1,1,1,1,0,1,1,5,1,6,1,0.1667,0.0
1,45,224,4,66.0,5405,844.0,2.0,0.0,1.06,10.0,1.08,7.75,1.87,1.89,1.07,10.68,1.28,3.65,1.08,12.5,1.06,9.53,2,1.0,1.0,1,1,1,1,5,3,1,1,1,2,6,5,0.8333,0.6
1,220,256,80,103.0,753,616.0,2.0,1.0,1.44,2.75,1.78,1.99,1.23,4.11,1.39,3.25,1.03,12.58,1.46,3.25,1.41,2.94,3,1.0,1.0,1,1,1,1,3,0,1,1,2,2,5,2,0.6,0.0
1,156,258,84,131.0,709,457.0,2.0,1.0,2.0,1.8,1.44,2.73,3.63,1.28,2.13,1.78,2.17,1.68,2.25,1.85,2.06,1.77,3,1.0,1.0,0,0,0,0,4,2,1,1,3,2,7,4,0.5714,0.5
1,44,268,8,72.0,4420,806.0,2.0,0.0,1.08,8.0,1.87,1.89,1.22,4.11,1.08,9.67,1.6,2.31,1.1,9.67,1.08,8.17,2,1.0,1.0,1,1,1,1,3,2,1,1,1,2,4,4,0.75,0.5
1,153,161,71,34.0,809,1550.0,2.0,1.0,1.72,2.1,1.23,4.11,2.61,1.48,1.79,2.13,1.21,4.41,1.8,2.2,1.72,2.13,3,0.0,0.0,1,1,1,1,4,5,0,0,1,2,5,7,0.8,0.7143
1,252,247,100,44.0,626,1245.0,2.0,0.0,2.62,1.5,3.63,1.28,1.34,3.18,2.8,1.49,1.07,8.61,2.8,1.53,2.65,1.49,2,0.0,0.0,0,0,0,0,1,5,0,0,2,1,3,6,0.3333,0.8333
1,77,212,50,129.0,1120,466.0,2.0,0.0,2.37,1.57,1.22,4.11,2.18,1.67,2.36,1.65,3.08,1.37,2.5,1.65,2.38,1.59,2,1.0,1.0,0,0,0,0,5,2,1,1,2,4,7,6,0.7143,0.3333
1,276,176,12,107.0,3136,604.0,2.0,0.0,1.08,8.0,2.61,1.48,1.65,2.23,1.08,9.33,1.25,3.95,1.1,10.2,1.07,8.45,2,1.0,1.0,1,1,1,1,3,0,1,1,2,2,5,2,0.6,0.0
1,243,23,24,159.0,1940,369.0,2.0,0.0,1.16,5.0,1.34,3.18,3.05,1.37,1.19,5.2,1.5,2.6,1.25,5.2,1.21,4.5,2,1.0,1.0,1,1,1,1,3,0,1,1,4,3,7,3,0.4286,0.0
